Name,Address,Postal Code,Locality,Brands,Website
VITI VINI SERVICE,Terres Neyme,71680,VINZELLES - France,,
JAMO SARL,205 Avenue Raoul Aladenize,18500,MEHUN SUR YEVRE - France,,
SARL ROBOLACTIS,2 ZA la Fauqetiere,50890,Condé-sur-Vire - France,Lely,
BLANC SARL,ZI Rue Lamartine,18390,ST GERMAIN DU PUY - France,,
GEMIGNANI FRANCE - CODOR,"84 Route de Saint Emilion
                                                                    BP: 90235",33506,LIBOURNE Cedex - France,,
DVTEC,"194 Avenue des grenaches
                                                                    ZAC DE TESAN",30126,Saint-Laurent-des-Arbres - France,,
QUEROL MACHINES AGRICOLES,1150 Avenue des Alpilles,13310,ST MARTIN DE CRAU - France,,
FAIGNANT AGRI VITI SARL,Les Petites Gommerelles,37140,BOURGUEIL - France,Case IH,
SAS DG AGRI SERVICES,10 Rue de L'Epine - ZA La Petite Filée,85170,SALIGNY - France,,
sarl  techniwest,"2, Le Bourg
                                                                    Route de Neulliac",56300,KERGRIST - France,,
BRIVET RAFFIN,20 RUE REGEMORTES,3000,Moulins - France,,
VERT LEM,ZA DU CLAIR DE LUNE,44360,SAINT ETIENNE DE MONTLUC - France,,
RELAIS PNEUS SAS,35 Avenue Fernand Point,71500,LOUHANS - France,,
MOULINJEUNE,PA DU PONTEIX,87220,Feytiat - France,,
PONS FRERES MATERIEL ELEVAGE,60 rue François Arago,12100,Millau - France,,
HYDRALIANS PROSJET IRRIGARONNE,ZI DE BOE,47550,BOE - France,,
TAQUIPNEU - Agence SAINT PALAIS,"BEAHASQUE LAPISTE, LOT RECART",64120,SAINT PALAIS - France,,
